img_name,volume,distance,depth_name,corner,pose_file,pose_key
2_6_2_1_a.jpg,5738.562078679739,3.4832287311012338,2_6_2_1_a_d.npy,"[2798, 1847]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_2_2_a.jpg,5738.562078679739,3.409207085801994,2_6_2_2_a_d.npy,"[2954, 2173]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_2_3_a.jpg,5738.562078679739,3.50099698282984,2_6_2_3_a_d.npy,"[2790, 1979]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_2_4_a.jpg,5738.562078679739,3.4609368763089403,2_6_2_4_a_d.npy,"[3221, 1828]",2023_06_08_13_11_Lot1.json,cam_04.png
2_6_2_5_a.jpg,5738.562078679739,3.527411685954694,2_6_2_5_a_d.npy,"[2842, 1874]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_2_6_a.jpg,5738.562078679739,3.4565185660820927,2_6_2_6_a_d.npy,"[3036, 1989]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_2_7_a.jpg,5738.562078679739,3.5366857792185398,2_6_2_7_a_d.npy,"[2724, 1775]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_2_8_a.jpg,5738.562078679739,3.474290705055385,2_6_2_8_a_d.npy,"[3022, 1813]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_2_9_a.jpg,5738.562078679739,3.545409841483671,2_6_2_9_a_d.npy,"[2887, 1745]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_2_10_a.jpg,5738.562078679739,3.4844602579417208,2_6_2_10_a_d.npy,"[3117, 1682]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_2_11_a.jpg,5738.562078679739,3.145828256426086,2_6_2_11_a_d.npy,"[2993, 2004]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_2_12_a.jpg,5738.562078679739,3.1794534151711846,2_6_2_12_a_d.npy,"[3011, 1791]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_10_1_a.jpg,6372.447065023431,3.526120613233124,2_6_10_1_a_d.npy,"[3229, 1784]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_10_2_a.jpg,6372.447065023431,3.4223462661710893,2_6_10_2_a_d.npy,"[3423, 2123]",2023_06_08_13_11_Lot1.json,cam_02.png
