img_name,volume,distance,depth_name,corner,pose_file,pose_key
2_6_2_1_a.jpg,5738.562078679739,3.466763208222503,2_6_2_1_a_d.npy,"[2798, 1847]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_2_2_a.jpg,5738.562078679739,3.3923039270556066,2_6_2_2_a_d.npy,"[2954, 2173]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_2_3_a.jpg,5738.562078679739,3.4843053933890635,2_6_2_3_a_d.npy,"[2790, 1979]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_2_4_a.jpg,5738.562078679739,3.443803282674567,2_6_2_4_a_d.npy,"[3221, 1828]",2023_06_08_13_11_Lot1.json,cam_04.png
2_6_2_5_a.jpg,5738.562078679739,3.5106614888849155,2_6_2_5_a_d.npy,"[2842, 1874]",2023_06_08_13_11_Lot1.json,cam_05.png
2_6_2_6_a.jpg,5738.562078679739,3.4393275838352206,2_6_2_6_a_d.npy,"[3036, 1989]",2023_06_08_13_11_Lot1.json,cam_06.png
2_6_2_7_a.jpg,5738.562078679739,3.5200701608711054,2_6_2_7_a_d.npy,"[2724, 1775]",2023_06_08_13_11_Lot1.json,cam_07.png
2_6_2_8_a.jpg,5738.562078679739,3.4572413358964873,2_6_2_8_a_d.npy,"[3022, 1813]",2023_06_08_13_11_Lot1.json,cam_08.png
2_6_2_9_a.jpg,5738.562078679739,3.529096718602473,2_6_2_9_a_d.npy,"[2887, 1745]",2023_06_08_13_11_Lot1.json,cam_09.png
2_6_2_10_a.jpg,5738.562078679739,3.46771626454857,2_6_2_10_a_d.npy,"[3117, 1682]",2023_06_08_13_11_Lot1.json,cam_10.png
2_6_2_11_a.jpg,5738.562078679739,3.1288358865888135,2_6_2_11_a_d.npy,"[2993, 2004]",2023_06_08_13_11_Lot1.json,cam_11.png
2_6_2_12_a.jpg,5738.562078679739,3.1625500155397197,2_6_2_12_a_d.npy,"[3011, 1791]",2023_06_08_13_11_Lot1.json,cam_12.png
2_6_10_1_a.jpg,6372.447065023431,3.525299565985499,2_6_10_1_a_d.npy,"[3228, 1784]",2023_06_08_13_11_Lot1.json,cam_01.png
2_6_10_2_a.jpg,6372.447065023431,3.4218082002190506,2_6_10_2_a_d.npy,"[3423, 2123]",2023_06_08_13_11_Lot1.json,cam_02.png
2_6_10_3_a.jpg,6372.447065023431,3.540887159177607,2_6_10_3_a_d.npy,"[3227, 1916]",2023_06_08_13_11_Lot1.json,cam_03.png
2_6_10_4_a.jpg,6372.447065023431,3.47124217816396,2_6_10_4_a_d.npy,"[3688, 1772]",2023_06_08_13_11_Lot1.json,cam_04.png
2_6_10_5_a.jpg,6372.447065023431,3.564748226126903,2_6_10_5_a_d.npy,"[3281, 1807]",2023_06_08_13_11_Lot1.json,cam_05.png
